track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key_x,mode_x,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,days_since_release,streams_per_day,artist_dominance,mbid,artist_mb,artist_lastfm,country_mb,country_lastfm,tags_mb,tags_lastfm,listeners_lastfm,scrobbles_lastfm,ambiguous_artist,instance_id,artist_name,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key_y,liveness,loudness,mode_y,speechiness,tempo,obtained_date,valence,music_genre
un x100to,"Bad Bunny, Grupo Frontera",2,2023,4,17,2876,40,505671438.0,41,205,54,12,251,83,F#,Minor,57,56,72,23,0,27,5,89,5681701.550561798,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Super Shy,NewJeans,1,2023,7,7,422,55,58255150.0,37,202,21,5,168,150,F,Minor,78,52,82,18,0,15,7,8,7281893.75,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flowers,Miley Cyrus,1,2023,1,12,12211,115,1316855716.0,300,215,745,58,"1,021",118,,Major,71,65,68,6,0,3,7,184,7156824.543478261,2,7e9bd05a-117f-4cce-87bc-e011527a8b18,Miley Cyrus,Miley Cyrus,United States,United States,rock; pop; miley-cyrus,pop; female vocalists; Disney; dance; guilty pleasure; Miley Cyrus; better than selena gomez; urban; pop rock; better than demi lovato; american; rock; better than ariana grande; teen pop; miley; hannah montana; electronic; rnb; female vocalist; Hip-Hop; Brutal Death Metal; sexy; seen live; female; country; better than Lady Gaga; better than taylor swift; <3; Better than Katy Perry; 00s; bitch; whore; better than madonna; all things annoying in the world put together into one stupid bitch; disney channel; better than beyonce; electropop; beautiful; shit; Love; Slut; disneycore; Soundtrack; catchy; diva; deathcore; better than radiohead; death metal; Guilty Pleasures; dance-pop; amazing; teen; Cyrus; hot; Crap; alternative; singer-songwriter; dance pop; country pop; the worst thing ever to happen to music; attention whore; epic; jonas brothers; the climb; grindcore; USA; Officially Shit; Demi Lovato; 7 things; better than michael jackson; better than cher,2024192.0,64095313.0,False,,,,,,,,,,,,,,,,,
Flowers,Miley Cyrus,1,2023,1,12,12211,115,1316855716.0,300,215,745,58,"1,021",118,,Major,71,65,68,6,0,3,7,184,7156824.543478261,2,6950ce3c-f396-44c0-be1c-80bcc4d68b36,Miley Cyrus,,,,,,,,False,,,,,,,,,,,,,,,,,
Daylight,David Kushner,1,2023,4,14,3528,98,387570742.0,80,156,182,24,"1,281",130,D,Minor,51,32,43,83,0,9,3,92,4212725.456521739,2,39b67b8b-d237-4df9-b1a6-7cf4cf749b36,David Kushner,David Kushner,,,,,76.0,458.0,False,,,,,,,,,,,,,,,,,
As It Was,Harry Styles,1,2022,3,31,23575,130,2513188493.0,403,198,863,46,,174,F#,Minor,52,66,73,34,0,31,6,471,5335856.673036094,17,7eb1ce54-a355-41f9-8d68-e018b096d427,Harry Styles,Harry Styles,United Kingdom,,rock,,288138.0,7911278.0,False,,,,,,,,,,,,,,,,,
Kill Bill,SZA,1,2022,12,8,8109,77,1163093654.0,183,162,161,12,187,89,G#,Major,64,43,73,5,17,16,4,219,5310929.92694064,19,272989c8-5535-492d-a25c-9f58803e027f,SZA,SZA,United States,Jersey; United States,electronic; american; chillwave,soul; electronic; rnb; alternative rnb; female vocalists; Neo-Soul; alternative; american; seen live; Hip-Hop; indie; r&b; Neo Soul; tde; glitter trap; pop; trap; wonky; electronica; dream pop; synthpop; female vocalist; Missouri; rhythm & blues; future rnb; trip-hop; female; downtempo; singer-songwriter; 10s; new jersey; st louis; r'n'b; contemporary rnb; contemporary r&b; sza; perfect vocalists; rap; ambient; experimental; USA; urban; Psychedelic Soul; funk; underground hip-hop; psychedelic; Dreamy; ethereal; f; wishlist; jazzy; queer; rhythm and blues; chillwave; pop rap; 2010s; songwriting; witch house; us; america; alternative soul; All; disappointing; cloud rap; Pussy; neosoul; list; kendrick lamar; saint louis; scorpio; to try; electro soul; Maplewood; newbreed; futuregaze; indie soul; Popstep; rhythm'n'blues; again; jay rock; neo-sul; schoolboy q; Ab-Soul; soultronica; 2 times; isaiah rashad; musical journey to the ends of time; hameryka; underground soul; robertitus coleccion; glyph; best curls; alternative rhythm and blues; alternative R&B; eats tylenol like a muthufuka; scott moyer; buckets and baskets; 9876543210; 3 and 5 and 7 and 9; crnb,340198.0,13267561.0,False,,,,,,,,,,,,,,,,,
Cupid - Twin Ver.,Fifty Fifty,1,2023,2,24,2942,77,496795686.0,91,212,78,6,0,120,B,Minor,78,76,59,43,0,34,3,141,3523373.659574468,2,2b8546f6-1ccf-4b59-8eee-2d3a3360d55f,Fifty Fifty,Fifty Fifty,,,,punk rock; pop punk; under 2000 listeners; artistartist; these bands are highly under rated preach preach preach educate the masses and tell em bobi sent ya,665.0,4532.0,True,,,,,,,,,,,,,,,,,
Cupid - Twin Ver.,Fifty Fifty,1,2023,2,24,2942,77,496795686.0,91,212,78,6,0,120,B,Minor,78,76,59,43,0,34,3,141,3523373.659574468,2,be1088c7-16ca-4549-94d9-22063ecae779,Fifty Fifty,Fifty Fifty,United States,,,punk rock; pop punk; under 2000 listeners; artistartist; these bands are highly under rated preach preach preach educate the masses and tell em bobi sent ya,665.0,4532.0,True,,,,,,,,,,,,,,,,,
Cupid - Twin Ver.,Fifty Fifty,1,2023,2,24,2942,77,496795686.0,91,212,78,6,0,120,B,Minor,78,76,59,43,0,34,3,141,3523373.659574468,2,aa3ae9de-45be-45c6-87f5-656829e78897,Fifty Fifty,,Indonesia,,,,,,False,,,,,,,,,,,,,,,,,
