,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,Major,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,A,A#,B,C#,D,D#,E,F,F#,G,G#
381,1,1959,11,16,6512,0,446390129.0,88,1,277,0,0,134,1,45,72,24,91,0,18,4,0,0,0,1,0,0,0,0,0,0,0
382,1,2013,10,25,6596,0,485285717.0,144,99,251,0,0,160,1,51,69,81,0,0,21,5,0,0,0,0,0,0,0,0,0,0,1
383,1,1970,11,1,3788,0,520034544.0,21,3,10,0,0,148,1,50,96,82,47,0,34,4,0,0,0,0,1,0,0,0,0,0,0
384,1,2011,10,14,7655,0,476244795.0,5,0,291,0,0,151,1,65,70,47,87,0,9,4,0,0,0,0,0,0,0,0,0,1,0
385,1,2011,1,1,9577,0,629173063.0,195,111,310,0,0,162,0,67,88,54,51,0,9,4,0,0,0,0,0,0,0,0,1,0,0
386,1,1963,11,22,10114,0,404664135.0,114,74,262,0,0,92,1,53,84,77,40,0,32,3,0,0,0,0,1,0,0,0,0,0,0
387,1,2022,12,9,1007,0,98709329.0,5,31,1,0,0,152,1,65,35,65,44,18,21,7,0,0,0,1,0,0,0,0,0,0,0
388,1,2022,12,9,1127,0,110849052.0,16,63,8,0,0,65,0,71,55,26,85,0,13,8,1,0,0,0,0,0,0,0,0,0,0
389,4,1971,12,1,10829,0,460492795.0,130,1,390,0,0,147,1,33,39,61,32,0,77,3,0,0,0,0,1,0,0,0,0,0,0
390,2,2022,12,8,1042,0,94005786.0,7,29,3,0,0,150,0,73,71,69,53,0,32,9,0,1,0,0,0,0,0,0,0,0,0
391,1,1946,11,1,11500,0,389771964.0,140,72,251,0,0,139,1,36,22,15,84,0,11,4,0,0,0,1,0,0,0,0,0,0,0
392,1,1979,11,16,1685,0,403939487.0,1,0,29,0,0,95,1,75,74,58,36,0,9,3,0,0,1,0,0,0,0,0,0,0,0
393,2,2022,12,9,1634,0,110073250.0,16,20,4,0,0,125,1,62,59,43,84,3,11,5,0,0,0,0,0,0,0,0,1,0,0
394,1,1984,1,1,1087,0,351636786.0,90,35,5,0,0,101,0,72,91,87,14,0,13,3,0,0,0,1,0,0,0,0,0,0,0
395,2,1950,1,1,10585,0,473248298.0,126,108,406,0,0,143,1,60,86,32,88,0,34,6,0,0,0,0,1,0,0,0,0,0,0
396,1,2022,12,9,827,0,73981293.0,6,18,1,0,0,119,0,51,51,66,67,0,9,23,0,0,0,0,0,0,0,0,0,1,0
397,2,2022,12,8,1420,4,155653938.0,13,87,17,0,46,78,1,67,22,59,76,1,15,16,1,0,0,0,0,0,0,0,0,0,0
398,3,1942,1,1,11940,0,395591396.0,73,79,123,0,0,96,1,23,19,25,91,0,40,3,1,0,0,0,0,0,0,0,0,0,0
399,1,1986,1,1,888,0,429504768.0,50,0,6,0,0,180,1,51,87,58,36,0,18,4,1,0,0,0,0,0,0,0,0,0,0
400,1,1963,11,22,9122,0,242767149.0,121,58,212,0,0,126,1,34,35,76,39,0,8,5,0,0,0,0,0,1,0,0,0,0,0
401,1,2022,12,9,892,0,65362788.0,3,17,2,0,0,150,1,43,42,44,57,0,15,6,0,0,0,0,0,0,0,1,0,0,0
402,1,2022,12,9,989,0,67540165.0,5,9,1,0,0,90,1,53,47,74,9,0,34,4,0,0,0,0,1,0,0,0,0,0,0
403,1,2022,12,9,819,0,62019074.0,14,22,0,0,0,160,1,72,78,68,28,0,11,12,0,0,0,0,0,0,0,1,0,0,0
404,3,1958,1,1,6290,0,295998468.0,89,39,158,0,0,113,1,73,72,32,77,0,15,5,0,0,0,0,0,0,0,0,0,1,0
405,2,2022,11,4,313,2,136689549.0,10,6,7,1,9,100,0,70,92,59,3,0,10,3,0,0,1,0,0,0,0,0,0,0,0
406,1,2022,12,2,353,2,135611421.0,2,74,14,0,2,155,1,49,42,77,3,0,12,9,0,0,0,0,0,0,0,0,0,0,1
407,1,2021,12,3,4094,0,356709897.0,66,96,43,0,0,107,0,54,41,39,51,0,11,16,0,0,0,0,0,0,0,0,0,1,0
408,2,2022,12,2,880,0,110649992.0,3,7,10,0,0,112,1,80,15,54,9,0,38,5,0,0,0,0,0,0,0,0,0,0,1
409,1,2022,10,31,573,0,301869854.0,1,0,18,0,24,166,1,70,57,57,9,20,11,7,0,0,0,1,0,0,0,0,0,0,0
410,1,1959,1,1,3299,0,127027715.0,65,39,41,0,0,107,0,69,96,36,81,0,8,4,0,0,0,0,0,0,0,0,1,0,0
411,1,2022,12,9,811,0,57144458.0,6,11,3,0,0,81,1,47,33,68,24,0,22,38,0,0,0,0,0,0,0,0,0,0,1
412,1,2022,12,9,899,0,56870689.0,2,14,2,0,0,150,1,79,77,46,5,0,11,7,0,0,0,1,0,0,0,0,0,0,0
413,2,2022,10,21,2415,0,323437194.0,33,57,30,0,11,110,1,66,19,32,69,0,12,4,1,0,0,0,0,0,0,0,0,0,0
414,1,2022,10,21,2304,0,317726339.0,12,16,14,0,0,108,1,64,4,40,6,0,10,6,0,0,0,0,0,0,0,0,0,1,0
415,4,2022,9,28,1003,0,116144341.0,21,0,44,0,0,130,0,89,48,74,30,0,7,36,0,0,0,0,0,0,1,0,0,0,0
416,1,2022,10,21,2699,0,328207708.0,39,35,22,2,0,164,1,70,39,56,6,0,9,7,0,0,0,0,0,0,0,0,0,1,0
417,2,2022,5,6,2482,20,608228647.0,27,77,22,2,0,114,0,80,42,68,2,0,66,4,0,0,1,0,0,0,0,0,0,0,0
418,2,2005,9,20,2577,0,180577478.0,108,56,30,0,0,93,1,63,93,88,1,0,12,4,0,0,0,0,0,0,0,1,0,0,0
419,2,2021,6,25,6821,34,809306935.0,83,58,128,7,0,90,0,87,51,69,36,0,9,8,0,0,0,1,0,0,0,0,0,0,0
420,1,2022,12,8,714,0,49262961.0,0,9,2,0,0,128,1,45,35,68,78,0,39,8,0,0,1,0,0,0,0,0,0,0,0
421,2,2022,5,6,3185,4,614555082.0,38,64,37,3,36,97,1,83,47,80,2,0,24,9,1,0,0,0,0,0,0,0,0,0,0
422,1,1958,1,1,8612,0,245350949.0,120,30,52,0,1,152,0,69,94,71,79,0,7,8,0,0,0,0,0,0,0,0,0,1,0
423,1,1957,1,1,4326,0,178660459.0,32,3,65,0,0,175,1,51,94,34,73,0,10,5,0,0,0,0,0,0,0,0,0,0,1
424,1,2022,12,9,680,0,51641685.0,2,15,1,0,0,116,1,61,48,55,67,0,16,8,0,0,0,0,1,0,0,0,0,0,0
425,2,2022,12,2,398,0,78139948.0,2,2,6,0,2,80,0,33,51,59,76,0,44,6,0,0,0,0,0,0,0,1,0,0,0
426,2,2022,8,25,3328,13,322336177.0,39,50,57,3,1,93,0,63,34,86,26,0,21,39,0,0,1,0,0,0,0,0,0,0,0
427,1,2022,1,7,2881,6,391251368.0,13,89,34,0,3,135,0,70,60,58,4,0,16,3,1,0,0,0,0,0,0,0,0,0,0
428,3,2022,1,5,2235,0,349585590.0,65,7,70,16,6,109,1,60,45,47,62,0,31,5,0,0,0,0,0,0,0,1,0,0,0
429,2,2021,8,20,12403,0,674772936.0,183,63,465,0,11,125,0,85,64,81,2,5,7,9,0,0,1,0,0,0,0,0,0,0,0
430,1,2022,1,7,1915,0,119238316.0,7,47,15,0,0,121,0,80,62,51,2,0,9,8,0,0,0,0,0,0,0,0,0,1,0
431,1,2022,1,7,2297,0,116903579.0,11,29,14,0,0,123,0,74,35,73,0,0,21,5,0,0,0,0,0,0,0,0,1,0,0
432,1,2017,6,23,4375,0,888046992.0,24,0,396,0,0,122,0,67,50,67,15,0,30,4,0,0,1,0,0,0,0,0,0,0,0
433,1,2021,8,6,2597,0,130655803.0,17,80,38,0,0,121,0,70,35,77,1,0,26,4,0,1,0,0,0,0,0,0,0,0,0
434,3,2022,1,7,1420,0,88103848.0,7,18,7,0,0,135,1,41,27,64,36,0,60,3,0,0,0,1,0,0,0,0,0,0,0
435,1,2022,1,7,1292,0,101114984.0,3,18,14,0,0,87,0,49,49,59,44,0,35,21,0,0,0,0,0,0,1,0,0,0,0
436,2,2021,4,9,15867,0,1575467011.0,382,65,497,0,12,111,1,77,74,66,30,0,13,3,0,0,0,0,0,0,0,0,0,0,1
437,2,2022,1,7,1178,0,91656026.0,9,10,9,0,0,110,1,75,85,84,10,0,31,19,0,0,0,0,1,0,0,0,0,0,0
438,1,2022,1,7,811,0,53933526.0,1,8,6,0,0,78,0,27,10,49,62,0,49,5,1,0,0,0,0,0,0,0,0,0,0
439,1,2021,11,19,1756,0,267758538.0,38,48,20,0,0,180,1,65,37,58,2,0,4,31,0,0,0,0,1,0,0,0,0,0,0
440,1,2022,1,7,1014,0,74601456.0,1,17,11,0,0,86,0,28,13,41,50,0,19,3,1,0,0,0,0,0,0,0,0,0,0
441,1,2021,9,17,7963,0,920797189.0,173,7,298,0,4,88,0,74,55,85,1,0,5,22,0,0,0,1,0,0,0,0,0,0,0
442,2,2021,11,5,4771,0,539595276.0,68,18,75,0,1,97,1,68,72,78,4,0,7,5,0,0,0,1,0,0,0,0,0,0,0
443,1,2017,12,8,8559,0,1367810478.0,183,64,964,9,75,134,0,71,59,80,13,0,36,5,0,0,1,0,0,0,0,0,0,0,0
444,2,2020,9,21,3221,2,578207856.0,67,13,139,0,40,116,1,75,36,76,12,0,10,10,0,0,0,0,1,0,0,0,0,0,0
445,3,2021,10,5,3423,26,775542072.0,61,65,53,6,0,170,0,64,14,70,9,0,9,8,0,0,0,0,0,0,1,0,0,0,0
446,2,2021,11,4,9151,6,656013912.0,240,107,268,0,5,118,0,75,46,76,3,0,9,4,0,0,0,0,0,0,0,0,0,1,0
447,3,2021,11,30,648,1,240684449.0,14,3,81,0,0,133,0,82,52,61,38,0,14,27,0,0,0,0,0,0,0,0,1,0,0
448,1,2022,1,7,1184,0,63803529.0,1,5,6,0,0,122,1,77,25,62,34,0,23,3,0,1,0,0,0,0,0,0,0,0,0
449,1,2021,11,19,4431,0,466214729.0,105,7,199,0,0,88,1,53,55,73,9,0,3,5,0,0,0,1,0,0,0,0,0,0,0
450,4,2022,1,5,759,3,236940480.0,32,0,12,0,0,170,0,70,61,44,40,0,37,4,0,0,0,0,0,0,0,1,0,0,0
451,1,2022,1,7,733,0,41924466.0,0,2,2,0,0,94,0,46,55,50,71,0,10,11,0,0,0,0,0,0,0,1,0,0,0
452,1,2021,11,18,2795,0,225259194.0,45,0,107,0,0,170,1,65,46,47,12,0,13,16,0,1,0,0,0,0,0,0,0,0,0
453,3,2021,10,27,2780,2,393230256.0,54,21,57,1,0,90,0,79,79,70,57,0,66,8,0,0,0,0,0,0,1,0,0,0,0
454,1,2021,12,1,1950,0,287201015.0,56,8,104,0,10,78,1,40,7,29,62,0,9,3,0,0,0,0,0,0,0,0,0,1,0
455,1,2018,3,9,3947,12,599770206.0,33,102,93,0,30,94,1,57,36,58,5,0,15,3,0,0,0,0,1,0,0,0,0,0,0
456,1,2021,10,30,2551,0,342779426.0,52,15,35,0,1,73,1,83,11,41,0,0,36,14,0,0,0,0,1,0,0,0,0,0,0
457,2,2021,8,3,5375,10,673801126.0,138,24,133,0,1,176,1,73,79,86,42,0,7,18,0,0,0,1,0,0,0,0,0,0,0
458,1,2020,11,2,11975,8,1168642797.0,188,75,268,6,16,128,0,81,57,63,40,1,10,4,0,0,0,0,0,1,0,0,0,0,0
459,3,2021,11,5,4963,0,383550148.0,63,40,76,0,0,82,1,63,85,62,6,0,35,4,0,0,0,0,1,0,0,0,0,0,0
460,3,2020,3,13,6734,0,530511203.0,47,14,90,0,1,95,1,77,40,47,2,0,9,3,0,0,0,0,1,0,0,0,0,0,0
461,1,2021,10,22,3047,9,510876816.0,77,31,85,5,28,123,0,75,93,86,8,0,14,3,0,0,1,0,0,0,0,0,0,0,0
462,2,2020,10,30,11215,21,1763363713.0,189,166,525,9,25,110,0,73,14,57,40,0,11,5,0,0,0,0,0,0,1,0,0,0,0
463,2,2021,12,29,1678,12,374191487.0,20,4,15,1,3,96,0,66,76,82,47,0,10,32,0,0,0,1,0,0,0,0,0,0,0
464,1,2022,1,9,2035,0,108809090.0,41,122,394,0,2,88,0,56,58,55,35,0,23,11,0,0,0,0,1,0,0,0,0,0,0
465,3,2021,9,8,2780,2,436695353.0,86,76,59,0,16,98,0,73,60,85,17,0,24,5,1,0,0,0,0,0,0,0,0,0,0
466,3,2021,9,16,3643,0,354065229.0,69,3,70,0,3,110,0,86,31,53,43,0,11,6,0,0,0,1,0,0,0,0,0,0,0
467,1,2021,5,21,4779,6,1143647827.0,180,135,223,0,5,110,1,79,70,36,0,0,6,11,0,0,0,0,0,0,0,0,0,0,1
468,3,2022,1,7,3517,0,311395144.0,54,28,43,0,0,78,0,77,49,42,1,1,13,19,0,0,0,1,0,0,0,0,0,0,0
469,2,2021,6,24,5073,0,672656250.0,83,9,100,0,4,129,1,83,44,62,2,0,8,6,0,0,0,0,0,0,0,0,0,0,1
470,1,2021,4,1,7545,4,1256880657.0,117,39,141,0,46,181,1,44,22,60,61,0,42,9,1,0,0,0,0,0,0,0,0,0,0
471,1,2021,11,5,2979,0,245095641.0,44,0,159,0,0,144,1,74,39,65,5,1,11,35,0,0,0,0,1,0,0,0,0,0,0
472,2,2019,1,11,7731,2,686734357.0,110,145,447,0,46,101,1,66,18,68,9,0,12,4,0,0,0,0,1,0,0,0,0,0,0
473,2,2021,10,21,1057,0,261414174.0,17,5,21,0,0,84,1,67,78,63,29,0,12,5,0,0,0,0,1,0,0,0,0,0,0
474,3,2021,7,8,3272,19,610045621.0,101,34,70,1,2,154,1,66,63,69,21,0,11,7,0,0,0,0,0,0,0,0,1,0,0
475,3,2021,3,5,14417,0,1115880852.0,237,123,569,0,10,148,1,59,72,62,18,0,9,3,0,0,0,0,0,0,0,1,0,0,0
476,3,2021,9,3,5199,0,594482982.0,45,43,45,0,3,146,0,85,22,37,13,0,7,30,0,0,0,0,0,0,0,1,0,0,0
477,2,2021,8,1,6026,0,566954746.0,171,51,187,1,21,120,0,77,51,79,20,0,26,6,0,0,1,0,0,0,0,0,0,0,0
478,1,1970,1,1,2877,0,,16,0,54,0,0,110,1,53,75,69,7,0,17,3,1,0,0,0,0,0,0,0,0,0,0
479,3,2021,11,19,1150,0,184937148.0,20,38,12,0,0,141,1,59,56,63,12,0,6,36,0,0,0,1,0,0,0,0,0,0,0
480,1,2022,1,7,768,0,31959571.0,1,1,3,0,0,108,0,46,23,48,75,30,14,4,1,0,0,0,0,0,0,0,0,0,0
481,1,2015,5,10,3006,3,824420218.0,23,21,121,0,13,180,1,35,41,94,0,63,5,5,1,0,0,0,0,0,0,0,0,0,0
482,1,2021,9,1,3098,0,363467642.0,111,5,182,1,0,122,1,77,51,79,5,0,16,5,0,1,0,0,0,0,0,0,0,0,0
483,1,2015,10,30,9771,4,1127468248.0,42,70,384,0,3,85,1,59,33,52,7,15,12,3,0,1,0,0,0,0,0,0,0,0,0
484,2,2022,1,7,807,0,60680939.0,3,0,5,0,0,148,1,68,29,73,0,0,7,7,0,0,0,1,0,0,0,0,0,0,0
485,1,2021,12,1,521,1,247737946.0,17,89,11,0,0,120,1,83,59,73,6,0,5,11,1,0,0,0,0,0,0,0,0,0,0
486,2,2021,11,19,802,0,154797871.0,13,27,8,0,0,120,1,72,54,71,26,0,10,4,0,0,0,0,0,0,1,0,0,0,0
487,1,2022,1,7,788,0,124407432.0,13,0,32,1,0,110,1,63,31,35,93,0,29,3,0,1,0,0,0,0,0,0,0,0,0
488,1,2021,5,21,3069,4,850608354.0,25,46,105,0,45,169,1,39,36,45,81,0,8,13,0,0,0,0,0,0,0,0,1,0,0
489,1,2021,8,29,4651,0,376333030.0,24,6,105,0,0,118,1,80,21,55,1,0,26,17,0,0,0,1,0,0,0,0,0,0,0
490,1,2021,6,25,4999,0,516784627.0,43,19,73,12,0,92,0,91,79,66,32,0,9,16,0,0,0,0,0,0,0,0,0,0,1
491,1,2019,11,1,8327,24,1608045237.0,205,130,625,0,25,112,1,45,19,60,63,0,9,6,0,0,0,0,0,1,0,0,0,0,0
492,1,2020,12,25,3297,3,506778838.0,25,3,52,0,1,140,1,79,56,91,26,0,13,21,0,0,0,0,1,0,0,0,0,0,0
493,1,2010,11,29,35684,6,1472799873.0,195,125,6280,2,78,105,1,73,52,76,13,0,5,3,0,0,0,0,0,0,0,0,0,0,1
494,1,2021,7,8,3506,10,513643924.0,103,76,100,1,1,178,1,76,63,77,14,0,15,22,0,0,0,0,0,0,0,1,0,0,0
495,2,2021,12,23,2999,0,261286503.0,60,17,154,0,22,108,0,96,71,42,57,0,8,9,0,0,0,0,0,0,0,0,0,1,0
496,1,2021,5,21,3681,0,783706581.0,20,21,99,0,7,173,1,40,19,29,86,0,34,4,1,0,0,0,0,0,0,0,0,0,0
497,3,2021,5,7,4846,10,422691058.0,54,16,259,0,13,101,1,67,40,90,3,0,34,6,0,0,0,1,0,0,0,0,0,0,0
498,1,2020,1,1,14311,0,1062345656.0,255,32,582,0,14,120,0,80,24,62,41,2,11,23,0,0,0,0,0,0,0,0,0,0,1
499,1,2021,3,19,4873,0,851070493.0,65,88,434,3,13,133,1,75,96,61,0,0,18,4,0,0,0,1,0,0,0,0,0,0,0
500,2,2021,10,22,772,0,263894529.0,7,3,89,0,0,158,0,46,62,83,53,0,97,28,0,0,0,0,0,0,0,0,0,0,1
501,1,2021,10,1,1150,0,345903614.0,20,99,44,0,2,120,1,81,92,90,9,0,8,7,1,0,0,0,0,0,0,0,0,0,0
502,2,2016,11,18,7370,0,956865266.0,92,127,1219,0,62,102,1,74,45,89,5,0,26,13,0,0,0,0,0,0,0,0,0,1,0
503,4,2021,8,13,6890,0,427486004.0,122,11,201,0,1,124,0,79,79,84,2,0,5,5,0,0,0,0,0,0,0,0,0,0,1
504,1,2016,4,20,1966,0,156658366.0,4,2,50,0,0,90,0,73,31,45,85,24,11,3,0,0,0,0,0,0,1,0,0,0,0
505,1,2021,4,14,2226,0,624515457.0,29,0,44,0,0,161,0,78,65,52,46,0,12,31,0,0,0,0,0,0,0,0,1,0,0
506,1,2017,3,30,4204,0,777765388.0,39,45,250,0,0,120,1,60,11,33,90,0,8,5,0,0,0,0,0,0,0,0,0,1,0
507,1,2019,1,1,7191,0,1138474110.0,146,18,478,0,7,150,0,78,47,70,18,0,15,9,0,0,0,0,0,0,1,0,0,0,0
508,2,2021,9,2,2012,0,355219175.0,101,12,38,0,0,105,1,76,58,84,10,0,13,10,0,0,0,0,0,0,0,0,0,0,1
509,1,2021,8,10,1211,2,290228626.0,30,2,5,0,6,79,1,63,76,67,38,0,6,4,0,0,0,0,0,0,0,0,1,0,0
510,1,2010,10,4,7109,2,1062956628.0,5,0,862,0,0,146,0,52,7,61,51,0,11,3,0,0,0,1,0,0,0,0,0,0,0
511,1,2020,4,17,6638,0,1180094974.0,167,19,318,0,1,124,1,64,8,37,79,0,9,5,0,0,0,0,0,0,1,0,0,0,0
512,1,2014,1,1,17354,8,1456081449.0,92,122,1282,0,55,126,1,53,66,85,2,0,24,4,0,0,0,0,0,0,0,0,1,0,0
513,1,2021,8,6,6392,0,432702334.0,174,73,344,0,0,121,1,75,53,74,2,0,11,5,0,0,0,0,0,0,0,0,0,0,1
514,3,2021,9,3,5481,0,489945871.0,144,30,86,0,0,136,0,80,33,60,0,0,32,14,0,0,1,0,0,0,0,0,0,0,0
515,1,2021,6,25,2636,3,465959382.0,36,82,39,0,5,102,0,77,26,63,58,0,11,5,1,0,0,0,0,0,0,0,0,0,0
516,3,2021,10,27,824,0,1223481149.0,8,8,8,2,0,77,1,73,54,74,23,0,41,23,0,0,0,0,0,0,0,0,0,1,0
517,1,2017,6,15,14749,0,2288695111.0,188,34,710,0,5,84,0,44,22,48,38,0,33,24,0,0,1,0,0,0,0,0,0,0,0
518,2,2021,1,28,8087,0,720825549.0,92,34,131,0,0,102,1,89,77,82,3,0,17,11,0,0,0,0,0,0,0,0,0,0,1
519,1,2013,8,1,27221,0,2086124197.0,308,118,4534,2,77,120,1,42,33,26,92,0,13,3,0,0,0,0,0,0,0,0,0,0,1
520,1,1991,9,10,49991,9,1690192927.0,265,121,12367,4,160,117,1,52,73,91,0,0,11,7,0,0,0,1,0,0,0,0,0,0,0
521,2,2021,9,3,5403,6,593917618.0,118,116,96,0,3,168,1,67,29,47,5,0,22,26,0,0,0,1,0,0,0,0,0,0,0
522,2,2021,11,11,755,4,200972675.0,22,3,0,0,0,94,1,52,68,69,13,0,33,8,0,0,0,1,0,0,0,0,0,0,0
523,1,2022,1,10,254,0,71014967.0,0,4,23,0,0,145,1,41,65,88,0,0,26,5,0,0,0,0,0,0,0,0,0,0,1
524,2,2021,8,27,6308,5,560222750.0,114,15,63,0,2,134,1,71,14,61,1,0,23,33,0,0,0,1,0,0,0,0,0,0,0
525,1,2003,9,23,51979,15,1806617704.0,306,99,5063,2,120,148,1,35,24,93,0,0,10,8,0,0,0,1,0,0,0,0,0,0,0
526,1,2022,1,10,246,0,77337771.0,2,12,10,0,0,127,0,60,40,89,9,0,60,6,0,0,0,0,0,0,1,0,0,0,0
527,3,2021,6,24,6556,0,528544703.0,93,5,67,1,0,172,0,74,79,66,11,0,8,16,0,0,0,0,0,0,0,0,1,0,0
528,1,2019,11,7,5728,0,865640097.0,85,87,179,0,12,90,1,75,19,46,21,4,34,8,0,0,1,0,0,0,0,0,0,0,0
529,2,2018,9,27,16636,12,2159346687.0,368,155,2854,6,121,96,1,57,30,40,38,0,26,3,0,0,0,0,0,0,0,0,0,1,0
530,1,2022,1,10,461,0,211372494.0,10,56,17,0,0,138,0,74,65,67,46,0,36,4,0,0,0,0,0,0,0,0,0,1,0
531,2,2021,4,28,4893,4,651732901.0,143,24,110,0,70,120,1,72,67,72,0,0,13,4,0,0,0,0,0,0,0,0,0,1,0
532,1,2021,7,9,1801,2,608334048.0,77,134,74,0,2,125,1,70,65,74,1,0,34,4,1,0,0,0,0,0,0,0,0,0,0
533,4,2021,1,15,12043,0,863756573.0,209,54,710,0,18,123,1,82,80,86,1,0,30,13,0,0,0,0,1,0,0,0,0,0,0
534,1,2021,4,9,4731,0,797402345.0,141,12,78,0,0,81,1,79,44,54,41,0,13,24,0,0,0,0,0,0,0,0,1,0,0
535,2,2002,5,26,22923,0,1695712020.0,78,46,2515,1,0,171,1,55,10,85,7,0,8,20,0,0,0,1,0,0,0,0,0,0,0
536,1,2019,9,20,9974,2,1759567999.0,272,67,1066,1,19,91,1,77,60,32,84,0,8,5,0,0,1,0,0,0,0,0,0,0,0
537,8,2021,8,12,1560,0,223319934.0,72,0,0,0,0,84,0,56,61,76,10,0,14,11,0,0,0,0,0,0,0,0,0,1,0
538,2,2022,1,7,620,0,54937991.0,17,3,3,0,0,115,0,90,74,54,16,0,13,28,0,0,0,0,0,0,0,1,0,0,0
539,2,2021,10,14,580,0,258316038.0,24,92,93,0,0,122,0,80,62,69,28,0,13,7,0,0,0,0,0,0,0,0,1,0,0
540,2,2021,4,29,3406,16,596152090.0,61,23,70,1,0,92,1,85,92,54,16,0,29,7,0,0,0,0,1,0,0,0,0,0,0
541,3,2021,11,18,903,0,177129919.0,30,26,15,0,0,90,0,63,75,75,17,0,11,8,0,0,0,0,0,0,0,0,1,0,0
542,2,2022,2,10,6809,28,716591492.0,151,102,175,5,29,94,0,84,90,70,9,0,14,8,0,0,0,0,0,0,1,0,0,0,0
543,2,1999,1,1,33966,0,1210599487.0,141,78,6591,1,0,93,1,81,53,78,18,0,6,24,0,0,1,0,0,0,0,0,0,0,0
544,1,2022,2,11,590,5,246376690.0,4,113,20,0,1,130,0,51,50,76,30,0,10,7,0,0,0,0,1,0,0,0,0,0,0
545,1,2022,2,11,3766,0,496311364.0,76,0,102,0,2,180,0,35,23,61,23,0,19,6,0,0,0,0,0,0,0,0,0,1,0
546,2,1999,1,1,31762,0,843309044.0,142,40,5451,1,953,95,0,92,31,89,3,0,8,25,0,0,0,0,0,1,0,0,0,0,0
547,1,2022,1,19,4049,0,500340342.0,119,6,85,1,1,184,1,69,91,63,11,0,9,31,0,0,0,0,0,0,0,0,1,0,0
548,3,2022,2,11,2096,0,107255472.0,34,3,30,0,0,147,0,47,50,80,10,0,32,38,0,0,0,0,0,0,0,0,0,0,1
549,2,2022,2,2,1175,0,135079152.0,34,1,31,0,0,123,1,52,44,60,40,0,26,3,0,0,0,0,0,0,0,0,0,1,0
550,1,2012,1,1,29499,11,822239726.0,124,27,587,0,4,123,0,91,49,61,3,0,17,22,0,1,0,0,0,0,0,0,0,0,0
551,1,2002,1,1,30427,7,1202722675.0,235,106,5221,1,35,90,0,90,79,71,26,0,7,37,0,0,0,0,0,0,0,0,1,0,0
552,1,2022,2,4,2711,0,343197054.0,105,12,51,0,12,160,0,61,65,64,1,0,12,4,0,0,0,0,1,0,0,0,0,0,0
553,1,2013,8,16,4310,0,240769997.0,13,0,113,1,3,115,1,60,37,71,8,0,48,4,0,0,0,1,0,0,0,0,0,0,0
554,2,2019,8,4,5342,0,426204830.0,33,123,7,0,4,141,1,37,17,67,2,0,34,9,0,0,0,0,0,1,0,0,0,0,0
555,1,2016,8,5,2393,0,421135627.0,22,13,65,0,6,160,1,31,30,88,7,0,8,8,1,0,0,0,0,0,0,0,0,0,0
556,1,2019,10,4,3444,7,554875730.0,24,85,102,0,1,145,1,57,23,66,4,6,15,4,0,0,1,0,0,0,0,0,0,0,0
557,3,2020,7,24,272,4,327498031.0,7,21,2,0,0,95,0,84,49,72,8,0,15,8,0,0,0,0,0,0,0,1,0,0,0
558,1,2021,12,10,975,0,185408548.0,11,0,10,0,0,160,1,60,47,62,3,0,38,4,0,0,0,0,1,0,0,0,0,0,0
559,7,2022,1,14,1034,1,245400167.0,19,5,12,0,0,174,0,67,74,75,44,0,7,30,0,0,0,0,0,0,0,1,0,0,0
560,3,1995,12,28,18773,0,579395142.0,128,17,1663,0,0,92,1,77,76,84,3,0,38,4,0,0,0,0,0,0,0,0,0,1,0
561,2,1999,1,1,19067,0,675039469.0,78,15,1674,0,3,134,1,93,61,74,9,0,17,8,0,0,0,0,0,0,0,0,0,0,1
562,2,2021,11,19,3541,2,252871192.0,57,13,50,1,7,172,0,31,4,86,1,0,28,17,0,0,1,0,0,0,0,0,0,0,0
563,1,2021,12,17,1492,0,231996128.0,44,63,91,0,24,80,1,76,92,62,6,0,8,13,1,0,0,0,0,0,0,0,0,0,0
564,1,2017,3,30,33206,1,1929770265.0,284,114,1481,0,5,150,0,91,42,60,0,0,9,12,0,0,0,1,0,0,0,0,0,0,0
565,2,1999,11,21,17115,0,918915401.0,83,63,4180,0,0,80,0,78,53,74,4,0,45,21,0,0,0,0,0,0,0,0,1,0,0
566,2,2020,1,16,6955,0,1180896317.0,65,45,398,0,1,166,0,81,83,75,14,0,29,34,0,1,0,0,0,0,0,0,0,0,0
567,1,2017,10,4,2742,0,498960285.0,5,1,62,0,0,120,1,67,8,54,27,0,8,4,0,0,0,0,0,0,0,0,0,0,1
568,1,2022,1,28,2026,0,258714692.0,47,3,42,12,6,85,0,74,61,52,30,0,26,9,0,0,0,0,0,0,0,0,0,0,1
569,2,2022,1,15,352,0,143139338.0,10,0,39,0,0,154,0,79,86,52,66,0,9,7,0,0,0,0,1,0,0,0,0,0,0
570,2,2021,10,22,1517,0,209768491.0,42,7,15,0,4,92,0,73,37,74,28,0,14,6,0,0,0,0,1,0,0,0,0,0,0
571,2,2022,2,11,847,0,64714573.0,25,0,14,0,0,140,1,89,75,70,6,0,13,5,0,0,1,0,0,0,0,0,0,0,0
572,1,2022,2,11,910,0,50746620.0,20,3,24,0,0,89,1,65,60,60,11,0,10,40,0,0,0,1,0,0,0,0,0,0,0
